logrecno,geoid
0013552,36081021400
0013553,36081021600
0013554,36081021900
0013555,36081022001
0013556,36081022002
0013557,36081022900
0013558,36081023000
0013559,36081023200
0013560,36081023500
0013561,36081023600
0013562,36081023800
0013563,36081024000
0013564,36081024300
0013565,36081024500
0013566,36081024600
0013567,36081024700
0013568,36081024900
0013569,36081025100
0013570,36081025301
0013571,36081025302
0013572,36081025400
0013573,36081025500
0013574,36081025700
0013575,36081025800
0013576,36081025900
0013577,36081026000
0013578,36081026100
0013579,36081026200
0013580,36081026300
0013581,36081026400
0013582,36081026500
0013583,36081026600
0013584,36081026700
0013585,36081026901
0013586,36081026902
0013587,36081027000
0013588,36081027100
0013589,36081027200
0013590,36081027300
0013591,36081027400
0013592,36081027500
0013593,36081027600
0013594,36081027700
0013595,36081027800
0013596,36081027900
0013597,36081028000
0013598,36081028100
0013599,36081028200
0013600,36081028300
0013601,36081028400
0013602,36081028500
0013603,36081028700
0013604,36081028800
0013605,36081028900
0013606,36081029100
0013607,36081029300
0013608,36081029400
0013609,36081029500
0013610,36081029700
0013611,36081029900
0013612,36081030600
0013613,36081030902
0013614,36081030903
0013615,36081030904
0013616,36081031700
0013617,36081032000
0013618,36081032700
0013619,36081032800
0013620,36081032900
0013621,36081033000
0013622,36081033100
0013623,36081033401
0013624,36081033402
0013625,36081033700
0013626,36081033900
0013627,36081034700
0013628,36081035100
0013629,36081035200
0013630,36081035300
0013631,36081035700
0013632,36081035800
0013633,36081036100
0013634,36081036300
0013635,36081036500
0013636,36081036600
0013637,36081036700
0013638,36081036800
0013639,36081037100
0013640,36081037300
0013641,36081037500
0013642,36081037600
0013643,36081037700
0013644,36081037900
0013645,36081038100
0013646,36081038301
0013647,36081038302
0013648,36081038400
0013649,36081039400
0013650,36081039800
0013651,36081039900
0013652,36081040000
0013653,36081040100
0013654,36081040200
0013655,36081040300
0013656,36081040400
0013657,36081040500
0013658,36081040700
0013659,36081040900
0013660,36081041100
0013661,36081041300
0013662,36081041400
0013663,36081041500
0013664,36081042400
0013665,36081042600
0013666,36081042700
0013667,36081043200
0013668,36081043400
0013669,36081043701
0013670,36081043702
0013671,36081043900
0013672,36081044000
0013673,36081044301
0013674,36081044302
0013675,36081044400
0013676,36081044601
0013677,36081044602
0013678,36081044800
0013679,36081045000
0013680,36081045200
0013681,36081045400
0013682,36081045500
0013683,36081045600
0013684,36081045700
0013685,36081045800
0013686,36081045900
0013687,36081046000
0013688,36081046100
0013689,36081046200
0013690,36081046300
0013691,36081046400
0013692,36081046500
0013693,36081046600
0013694,36081046700
0013695,36081046800
0013696,36081046900
0013697,36081047000
0013698,36081047100
0013699,36081047200
0013700,36081047300
0013701,36081047500
0013702,36081047600
0013703,36081047800
0013704,36081047900
0013705,36081048000
0013706,36081048100
0013707,36081048200
0013708,36081048300
0013709,36081048400
0013710,36081048500
0013711,36081048900
0013712,36081049200
0013713,36081049301
0013714,36081049302
0013715,36081049500
0013716,36081049600
0013717,36081049700
0013718,36081049900
0013719,36081050000
0013720,36081050201
0013721,36081050202
0013722,36081050400
0013723,36081050500
0013724,36081050600
0013725,36081050700
0013726,36081050800
0013727,36081051000
0013728,36081051100
0013729,36081051200
0013730,36081051300
0013731,36081051500
0013732,36081051600
0013733,36081051700
0013734,36081051800
0013735,36081052000
0013736,36081052100
0013737,36081052200
0013738,36081052400
0013739,36081052500
0013740,36081052600
0013741,36081052800
0013742,36081053000
0013743,36081053100
0013744,36081053200
0013745,36081053401
0013746,36081053500
0013747,36081053601
0013748,36081053800
0013749,36081053900
0013750,36081054000
0013751,36081054200
0013752,36081054500
0013753,36081054700
0013754,36081054800
0013755,36081054900
0013756,36081055100
0013757,36081055200
0013758,36081055300
0013759,36081055400
0013760,36081055500
0013761,36081055600
0013762,36081055700
0013763,36081055800
0013764,36081055900
0013765,36081056000
0013766,36081056100
0013767,36081056200
0013768,36081056400
0013769,36081056500
0013770,36081056600
0013771,36081056700
0013772,36081056800
0013773,36081057700
0013774,36081057900
0013775,36081058000
0013776,36081058100
0013777,36081058200
0013778,36081058300
0013779,36081058500
0013780,36081058700
0013781,36081058900
0013782,36081059000
0013783,36081059100
0013784,36081059200
0013785,36081059300
0013786,36081059400
0013787,36081059500
0013788,36081059600
0013789,36081059800
0013790,36081059900
0013791,36081060000
0013792,36081060100
0013793,36081060300
0013794,36081060600
0013795,36081060701
0013796,36081060800
0013797,36081061000
0013798,36081061200
0013799,36081061301
0013800,36081061302
0013801,36081061400
0013802,36081061601
0013803,36081061602
0013804,36081061800
0013805,36081061900
0013806,36081062000
0013807,36081062100
0013808,36081062200
0013809,36081062300
0013810,36081062400
0013811,36081062500
0013812,36081062600
0013813,36081062700
0013814,36081062900
0013815,36081063000
0013816,36081063200
0013817,36081063301
0013818,36081063302
0013819,36081063500
0013820,36081063700
0013821,36081063800
0013822,36081063900
0013823,36081064101
0013824,36081064102
0013825,36081064500
0013826,36081064600
0013827,36081065000
0013828,36081065400
0013829,36081065501
0013830,36081065600
0013831,36081065702
0013832,36081065703
0013833,36081065900
0013834,36081066000
0013835,36081066100
0013836,36081066300
0013837,36081066400
0013838,36081066501
0013839,36081066701
0013840,36081066900
0013841,36081067100
0013842,36081067700
0013843,36081067900
0013844,36081068000
0013845,36081068200
0013846,36081068300
0013847,36081068700
0013848,36081069000
0013849,36081069300
0013850,36081069400
0013851,36081069500
0013852,36081069701
0013853,36081069702
0013854,36081070300
0013855,36081070700
0013856,36081070900
0013857,36081071100
0013858,36081071303
0013859,36081071304
0013860,36081071305
0013861,36081071306
0013862,36081071600
0013863,36081071701
0013864,36081071702
0013865,36081071900
0013866,36081072100
0013867,36081072300
0013868,36081072900
0013869,36081073100
0013870,36081073700
0013871,36081073900
0013872,36081074100
0013873,36081074300
0013874,36081074500
0013875,36081074700
0013876,36081074900
0013877,36081075701
0013878,36081075702
0013879,36081076901
0013880,36081076902
0013881,36081077300
0013882,36081077500
0013883,36081077902
0013884,36081077903
0013885,36081077904
0013886,36081077905
0013887,36081077906
0013888,36081077907
0013889,36081077908
0013890,36081078800
0013891,36081079000
0013892,36081079200
0013893,36081079300
0013894,36081079701
0013895,36081079702
0013896,36081079900
0013897,36081080301
0013898,36081080302
0013899,36081080900
0013900,36081081400
0013901,36081081800
0013902,36081083700
0013903,36081083800
0013904,36081084000
0013905,36081084500
0013906,36081084601
0013907,36081084602
0013908,36081084900
0013909,36081085300
0013910,36081085500
0013911,36081085700
0013912,36081085900
0013913,36081086100
0013914,36081086300
0013915,36081086400
0013916,36081086500
0013917,36081086900
0013918,36081087100
0013919,36081088400
0013920,36081088901
0013921,36081089200
0013922,36081090700
0013923,36081091601
0013924,36081091602
0013925,36081091800
0013926,36081091900
0013927,36081092200
0013928,36081092500
0013929,36081092800
0013930,36081092900
0013931,36081093401
0013932,36081093402
0013933,36081093800
0013934,36081093900
0013935,36081094201
0013936,36081094202
0013937,36081094203
0013938,36081094500
0013939,36081094700
0013940,36081095400
0013941,36081096400
0013942,36081097202
0013943,36081097203
0013944,36081097204
0013945,36081097300
0013946,36081098100
0013947,36081098700
0013948,36081099100
0013949,36081099200
0013950,36081099701
0013951,36081099703
0013952,36081099704
0013953,36081099705
0013954,36081099801
0013955,36081099802
0013956,36081099900
0013957,36081100801
0013958,36081100802
0013959,36081101001
0013960,36081101002
0013961,36081101700
0013962,36081102900
0013963,36081103201
0013964,36081103202
0013965,36081103300
0013966,36081103900
0013967,36081104700
0013968,36081105900
0013969,36081107201
0013970,36081107202
0013971,36081108500
0013972,36081109300
0013973,36081109700
0013974,36081109900
0013975,36081111300
0013976,36081112300
0013977,36081112900
0013978,36081113300
0013979,36081113900
0013980,36081114100
0013981,36081114700
0013982,36081115100
0013983,36081115500
0013984,36081115700
0013985,36081115900
0013986,36081116100
0013987,36081116300
0013988,36081116700
0013989,36081117100
0013990,36081117500
0013991,36081118100
0013992,36081118500
0013993,36081118700
0013994,36081118900
0013995,36081119100
0013996,36081119300
0013997,36081119500
0013998,36081119900
0013999,36081120100
0014000,36081120300
0014001,36081120500
0014002,36081120700
0014003,36081121100
0014004,36081121500
0014005,36081122300
0014006,36081122701
0014007,36081122702
0014008,36081124100
0014009,36081124700
0014010,36081125700
0014011,36081126500
0014012,36081126700
0014013,36081127700
0014014,36081128300
0014015,36081129102
0014016,36081129103
0014017,36081129104
0014018,36081130100
0014019,36081133300
0014020,36081133900
0014021,36081134100
0014022,36081134700
0014023,36081136700
0014024,36081137700
0014025,36081138501
0014026,36081138502
0014027,36081139900
0014028,36081140300
0014029,36081140901
0014030,36081140902
0014031,36081141700
0014032,36081142900
0014033,36081143500
0014034,36081144100
0014035,36081144700
0014036,36081145101
0014037,36081145102
0014038,36081145900
0014039,36081146300
0014040,36081146700
0014041,36081147100
0014042,36081147900
0014043,36081148300
0014044,36081150701
0014045,36081150702
0014046,36081152901
0014047,36081152902
0014048,36081155101
0014049,36081155102
0014050,36081156700
0014051,36081157101
0014052,36081157102
0014053,36081157901
0014054,36081157902
0014055,36081157903
0014056,36081161700
0014057,36081162100
0014058,36081990100
